|6.6.6
Archiving\03_Data\eqfracLP/QFM_m4/Y98/Y98_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Sp(TH)         O(HP)          an             ilm            San(TH)        q             
  1169.96        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1168.82        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1167.68        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1166.54        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1165.40        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1164.26        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1163.12        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1161.98        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1160.84        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1159.69        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1158.55        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1157.41        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1156.27        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1155.13        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1153.99        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1152.85        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1151.71        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1150.57        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1149.43        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1148.29        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1147.15        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1146.01        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1144.87        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1143.73        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1142.58        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1141.44        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1140.30        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1139.16        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1138.02        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1136.88        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1135.74        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1134.60        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1133.46        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1132.32        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1131.18        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1130.04        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1128.90        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1127.76        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1126.62        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1125.47        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1124.33        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1123.19        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1122.05        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1120.91        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1119.77        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1118.63        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1117.49        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1116.35        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1115.21        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1114.07        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1112.93        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1111.79        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1110.65        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1109.50        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1108.36        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1107.22        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1106.08        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1104.94        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1103.80        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1102.66        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1101.52        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1100.38        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1099.24        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1098.10        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1096.96        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1095.82        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1094.68        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1093.54        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1092.39        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1091.25        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1090.11        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1088.97        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1087.83        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1086.69        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1085.55        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1084.41        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1083.27        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1082.13        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1080.99        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1079.85        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1078.71        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1077.57        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1076.43        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1075.28        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1074.14        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1073.00        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1071.86        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1070.72        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1069.58        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1068.44        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1067.30        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1066.16        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1065.02        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1063.88        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1062.74        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1061.60        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1060.46        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1059.32        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1058.17        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1057.03        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1055.89        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1054.75        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1053.61        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1052.47        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1051.33        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1050.19        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1049.05        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1047.91        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1046.77        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1045.63        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1044.49        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1043.35        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1042.21        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1041.06        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1039.92        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1038.78        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1037.64        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1036.50        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1035.36        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1034.22        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1033.08        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1031.94        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1030.80        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1029.66        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1028.52        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1027.38        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1026.24        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1025.09        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1023.95        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1022.81        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1021.67        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1020.53        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1019.39        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1018.25        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1017.11        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1015.97        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1014.83        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1013.69        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1012.55        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1011.41        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1010.27        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1009.13        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1007.98        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1006.84        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1005.70        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1004.56        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1003.42        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1002.28        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1001.14        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1000.00        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
