|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m3/WD94/WD94_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Sp(TH)         Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1262.77        500.000        96.0428                 NaN            NaN            NaN   1.08388                 NaN            NaN  0.529907        2.34344                 NaN            NaN
  1261.26        500.000        96.2183                 NaN            NaN            NaN   1.03993                 NaN            NaN  0.508424        2.23337                 NaN            NaN
  1259.75        500.000        96.3792                 NaN            NaN            NaN  0.999651                 NaN            NaN  0.488972        2.13220                 NaN            NaN
  1258.24        500.000        96.5317                 NaN            NaN            NaN  0.961524                 NaN            NaN  0.469537        2.03722                 NaN            NaN
  1256.73        500.000        96.6663                 NaN            NaN            NaN  0.928293                 NaN            NaN  0.452875        1.95257                 NaN            NaN
  1255.22        500.000        96.5817                 NaN            NaN            NaN  0.922129                 NaN            NaN  0.465423        2.00820       0.225806E-001            NaN
  1253.71        500.000        96.3201                 NaN            NaN            NaN  0.945437                 NaN            NaN  0.498616        2.17386       0.619363E-001            NaN
  1252.20        500.000        96.4810                 NaN            NaN            NaN  0.906474                 NaN            NaN  0.474835        2.07839       0.592893E-001            NaN
  1250.69        500.000        96.6271                 NaN            NaN            NaN  0.871665                 NaN            NaN  0.454224        1.99051       0.564632E-001            NaN
  1249.18        500.000        96.7797                 NaN            NaN            NaN  0.833232                 NaN            NaN  0.433596        1.90004       0.534028E-001            NaN
  1247.67        500.000        96.9115                 NaN            NaN            NaN  0.800923                 NaN            NaN  0.415716        1.82131       0.505556E-001            NaN
  1246.16        500.000        97.0230                 NaN            NaN            NaN  0.773949                 NaN            NaN  0.399857        1.75488       0.483571E-001            NaN
  1244.65        500.000        97.1466                 NaN  0.112612E-005            NaN  0.743764                 NaN            NaN  0.382665        1.68121       0.457217E-001            NaN
  1243.14        500.000        97.2584                 NaN  0.108519E-005            NaN  0.715379                 NaN            NaN  0.366913        1.61582       0.434527E-001            NaN
  1241.63        500.000        97.3560                 NaN  0.108642E-005            NaN  0.691544                 NaN            NaN  0.353989        1.55742       0.410958E-001            NaN
  1240.12        500.000        97.4540                 NaN  0.933683E-006            NaN  0.667305                 NaN            NaN  0.339583        1.49991       0.392182E-001            NaN
  1238.61        500.000        97.5462                 NaN  0.879287E-006            NaN  0.643882                 NaN            NaN  0.327388        1.44547       0.370282E-001            NaN
  1237.10        500.000        97.6314                 NaN            NaN            NaN  0.622721                 NaN            NaN  0.315806        1.39504       0.350708E-001            NaN
  1235.59        500.000        97.7144                 NaN            NaN            NaN  0.601545                 NaN            NaN  0.303511        1.34708       0.334677E-001            NaN
  1234.08        500.000        97.7896                 NaN            NaN            NaN  0.582829                 NaN            NaN  0.293162        1.30273       0.317153E-001            NaN
  1232.57        500.000        97.8567                 NaN            NaN            NaN  0.567403                 NaN            NaN  0.283549        1.26225       0.301160E-001            NaN
  1231.06        500.000        97.9300                 NaN            NaN            NaN  0.547886                 NaN            NaN  0.272586        1.22080       0.287725E-001            NaN
  1229.55        500.000        97.9991                 NaN            NaN            NaN  0.529740                 NaN            NaN  0.262111        1.18157       0.275225E-001            NaN
  1228.04        500.000        98.0681                 NaN            NaN            NaN  0.509336                 NaN            NaN  0.251644        1.14445       0.264260E-001            NaN
  1226.53        500.000        98.1202                 NaN            NaN            NaN  0.500814                 NaN            NaN  0.244756        1.10954       0.247075E-001            NaN
  1225.02        500.000        98.1797                 NaN            NaN            NaN  0.483835                 NaN            NaN  0.237284        1.07589       0.233276E-001            NaN
  1223.51        500.000        98.2368                 NaN            NaN            NaN  0.468778                 NaN            NaN  0.228991        1.04322       0.221917E-001            NaN
  1222.00        500.000        98.2893                 NaN            NaN            NaN  0.455137                 NaN            NaN  0.221348        1.01309       0.210847E-001            NaN
  1220.49        500.000        98.0283                 NaN            NaN            NaN  0.335047                 NaN            NaN  0.195799        1.39473       0.461170E-001            NaN
  1218.98        500.000        98.0014                 NaN            NaN            NaN  0.647419                 NaN            NaN  0.297368        1.04737       0.642724E-002            NaN
  1217.47        500.000        48.0074                 NaN  0.125829                 NaN   7.08745                 NaN            NaN   4.68865        21.6018       0.240885        18.2480     
  1215.96        500.000        99.4861                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.513902                 NaN            NaN
  1214.44        500.000        93.1788                 NaN            NaN            NaN  0.992602                 NaN            NaN  0.679056        2.34667       0.206903E-001   2.78224     
  1212.93        500.000        99.4322                 NaN            NaN            NaN  0.243431                 NaN            NaN  0.882025E-001  0.236118                 NaN            NaN
  1211.42        500.000        99.3795                 NaN            NaN            NaN            NaN            NaN            NaN  0.194019                 NaN  0.329309E-002  0.423225     
  1209.91        500.000        99.4960                 NaN            NaN            NaN  0.170856                 NaN            NaN  0.789235E-001            NaN            NaN  0.254212     
  1208.40        500.000        98.7589                 NaN            NaN            NaN  0.110457                 NaN            NaN            NaN  0.605682       0.263508E-002  0.522344     
  1206.89        500.000        98.6831                 NaN            NaN            NaN  0.180588       0.107443E-005            NaN            NaN  0.704941       0.924834E-002  0.422112     
  1205.38        500.000        99.3397                 NaN            NaN            NaN  0.294925E-001            NaN            NaN  0.365155E-001  0.306329       0.635355E-002  0.281590     
  1203.87        500.000        99.9499                 NaN            NaN            NaN  0.452160E-001            NaN            NaN  0.490825E-002            NaN            NaN            NaN
  1202.36        500.000        97.2522                 NaN            NaN            NaN  0.213550       0.648675E-001  0.586157E-001  0.207080        1.19416       0.141526E-001  0.995417     
  1200.85        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1199.34        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1197.83        500.000        80.0694                 NaN            NaN            NaN   1.90732       0.310142                 NaN   1.59152        7.92322       0.762927E-001   8.12207     
  1196.32        500.000        91.1265                 NaN            NaN            NaN  0.382138       0.594856       0.708592E-005  0.713569        3.60079       0.305140E-001   3.55158     
  1194.81        500.000        90.1234                 NaN            NaN            NaN  0.835405       0.266218                 NaN  0.809048        3.96699       0.285431E-001   3.97043     
  1193.30        500.000        88.6848                 NaN            NaN            NaN   1.22200                 NaN            NaN  0.886431        4.59384       0.373691E-001   4.57559     
  1191.79        500.000        85.8162                 NaN            NaN            NaN   1.37384                 NaN            NaN   1.06513        5.89887       0.520765E-001   5.79392     
  1190.28        500.000        68.1876                 NaN            NaN            NaN   1.31095        1.61468                 NaN   2.33092        13.5006       0.105589        12.9496     
  1188.77        500.000                 NaN            NaN            NaN            NaN   8.57621                 NaN            NaN   7.11587        43.0091       0.325830        40.9730     
  1187.26        500.000                 NaN            NaN            NaN            NaN   8.58362                 NaN            NaN   7.11982        42.9953       0.325084        40.9762     
  1185.75        500.000                 NaN            NaN            NaN            NaN   8.57772                 NaN            NaN   7.11716        43.0032       0.326211        40.9757     
  1184.24        500.000                 NaN            NaN            NaN            NaN   8.58240                 NaN            NaN   7.12065        42.9944       0.324937        40.9776     
  1182.73        500.000                 NaN            NaN            NaN            NaN   8.58419                 NaN            NaN   7.12301        42.9894       0.324379        40.9790     
  1181.22        500.000                 NaN            NaN            NaN            NaN   8.58595                 NaN            NaN   7.12503        42.9849       0.323806        40.9803     
  1179.71        500.000                 NaN            NaN            NaN            NaN   6.91851        1.67006                 NaN   7.12890        42.9776       0.323129        40.9818     
  1178.20        500.000                 NaN            NaN            NaN            NaN   7.56779        1.02410                 NaN   7.13232        42.9702       0.322216        40.9834     
  1176.69        500.000                 NaN            NaN            NaN            NaN   8.59548                 NaN            NaN   7.13597        42.9623       0.321230        40.9850     
  1175.18        500.000                 NaN            NaN            NaN            NaN   8.59751                 NaN            NaN   7.13862        42.9569       0.320628        40.9864     
  1173.67        500.000                 NaN            NaN            NaN            NaN   8.59322                 NaN            NaN   7.13768        42.9612       0.321560        40.9863     
  1172.16        500.000                 NaN            NaN            NaN            NaN   3.28705        2.39396        2.86929        7.10883        43.0304       0.329790        40.9807     
  1170.65        500.000                 NaN            NaN            NaN            NaN   8.02513       0.576016                 NaN   7.14458        42.9449       0.319360        40.9900     
  1169.14        500.000                 NaN            NaN            NaN            NaN   3.34219        2.51383        2.69742        7.10954        43.0232       0.329417        40.9844     
  1167.63        500.000                 NaN            NaN            NaN            NaN   8.60522                 NaN            NaN   7.15082        42.9329       0.318420        40.9927     
  1166.12        500.000                 NaN            NaN            NaN            NaN   8.60503                 NaN            NaN   7.15135        42.9320       0.318060        40.9936     
  1164.61        500.000                 NaN            NaN            NaN            NaN   3.72405        2.94598        1.88079        7.11382        43.0194       0.329237        40.9867     
  1163.10        500.000                 NaN            NaN            NaN            NaN   1.02510        7.58459                 NaN   7.15540        42.9214       0.316852        40.9966     
  1161.59        500.000                 NaN            NaN            NaN            NaN  0.450386       0.880472        7.26150        7.14592        42.9468       0.320656        40.9943     
  1160.08        500.000                 NaN            NaN            NaN            NaN  0.360947       0.796560        7.43778        7.14893        42.9401       0.319922        40.9958     
  1158.57        500.000                 NaN            NaN            NaN            NaN  0.756792        1.35802        6.47645        7.14682        42.9451       0.320497        40.9964     
  1157.06        500.000                 NaN            NaN            NaN            NaN   7.38681        1.22784                 NaN   7.16317        42.9052       0.315043        41.0020     
  1155.55        500.000                 NaN            NaN            NaN            NaN   8.61969                 NaN            NaN   7.16779        42.8952       0.313828        41.0035     
  1154.04        500.000                 NaN            NaN            NaN            NaN   2.36866        6.23685                 NaN   7.16593        42.9097       0.317204        41.0017     
  1152.53        500.000                 NaN            NaN            NaN            NaN   1.93596        6.67637                 NaN   7.16701        42.9015       0.315214        41.0039     
  1151.02        500.000                 NaN            NaN            NaN            NaN   5.71854        2.86871                 NaN   7.14771        42.9433       0.320331        41.0014     
  1149.51        500.000                 NaN            NaN            NaN            NaN   5.80448        2.79267                 NaN   7.15362        42.9263       0.318647        41.0043     
  1148.00        500.000                 NaN            NaN            NaN            NaN   5.18436        3.40160                 NaN   7.14754        42.9421       0.320571        41.0038     
  1146.49        500.000                 NaN            NaN            NaN            NaN   8.62561                 NaN            NaN   7.17900        42.8731       0.311764        41.0106     
  1144.98        500.000                 NaN            NaN            NaN            NaN   4.76544        3.81936                 NaN   7.14842        42.9407       0.320331        41.0057     
  1143.47        500.000                 NaN            NaN            NaN            NaN   4.62465        3.97301                 NaN   7.15806        42.9175       0.317643        41.0091     
  1141.96        500.000                 NaN            NaN            NaN            NaN   4.42154        4.17298                 NaN   7.15705        42.9208       0.318061        41.0095     
  1140.45        500.000                 NaN            NaN            NaN            NaN   4.34009        4.22332                 NaN   7.13401        42.9722       0.324125        41.0062     
  1138.94        500.000                 NaN            NaN            NaN            NaN   4.28539        4.27959                 NaN   7.13731        42.9669       0.323583        41.0073     
  1137.43        500.000                 NaN            NaN            NaN            NaN   4.19986        4.36872                 NaN   7.14219        42.9582       0.322677        41.0084     
  1135.92        500.000                 NaN            NaN            NaN            NaN   4.11733        4.45261                 NaN   7.14440        42.9541       0.321680        41.0099     
  1134.41        500.000                 NaN            NaN            NaN            NaN  0.709646        7.93490                 NaN   7.20062        42.8267       0.306196        41.0220     
  1132.90        500.000                 NaN            NaN            NaN            NaN   3.83881        4.75365                 NaN   7.16258        42.9128       0.316997        41.0152     
  1131.39        500.000                 NaN            NaN            NaN            NaN   3.15694        5.42140                 NaN   7.17546        42.9117       0.319813        41.0147     
  1129.88        500.000                 NaN            NaN            NaN            NaN  0.380074        8.27722                 NaN   7.21200        42.8004       0.302843        41.0274     
  1128.36        500.000                 NaN            NaN            NaN            NaN   3.92774        4.64681                 NaN   7.15240        42.9370       0.320438        41.0156     
  1126.85        500.000                 NaN            NaN            NaN            NaN   8.64614                 NaN            NaN   7.20655        42.8146       0.305410        41.0273     
  1125.34        500.000                 NaN            NaN            NaN            NaN   8.65352                 NaN            NaN   7.21224        42.8009       0.303421        41.0299     
  1123.83        500.000                 NaN            NaN  0.532815E-002            NaN   3.74502        4.82868                 NaN   7.15922        42.9212       0.318409        41.0222     
  1122.32        500.000                 NaN            NaN            NaN            NaN   8.65467                 NaN            NaN   7.21488        42.7948       0.303080        41.0325     
  1120.81        500.000                 NaN            NaN            NaN            NaN   8.65569                 NaN            NaN   7.21715        42.7912       0.302581        41.0334     
  1119.30        500.000                 NaN            NaN            NaN            NaN   1.48319        7.16667                 NaN   7.21541        42.7946       0.303789        41.0364     
  1117.79        500.000                 NaN            NaN  0.640451E-001            NaN   3.71830        4.75326                 NaN   7.15145        42.9404       0.322308        41.0503     
  1116.28        500.000                 NaN            NaN            NaN            NaN   1.29293        7.36402       0.571912E-005   7.22255        42.7796       0.301696        41.0392     
  1114.77        500.000                 NaN            NaN            NaN            NaN   1.21951        7.44134       0.227315E-005   7.22592        42.7716       0.300875        41.0408     
  1113.26        500.000                 NaN            NaN            NaN            NaN   5.72568        2.94376                 NaN   7.23494        42.7556       0.299062        41.0409     
  1111.75        500.000                 NaN            NaN            NaN            NaN   8.67582                 NaN            NaN   7.23520        42.7492       0.296851        41.0429     
  1110.24        500.000                 NaN            NaN            NaN            NaN   8.68873                 NaN            NaN   7.24572        42.7254       0.293830        41.0463     
  1108.73        500.000                 NaN            NaN            NaN            NaN   7.74363       0.938017                 NaN   7.24428        42.7337       0.294831        41.0455     
  1107.22        500.000                 NaN            NaN            NaN            NaN   8.01199       0.674184                 NaN   7.24754        42.7241       0.294070        41.0481     
  1105.71        500.000                 NaN            NaN            NaN            NaN   7.08444        1.60742                 NaN   7.25011        42.7149       0.292862        41.0503     
  1104.20        500.000                 NaN            NaN            NaN            NaN   8.69486       0.421810E-005            NaN   7.25445        42.7075       0.291684        41.0515     
  1102.69        500.000                 NaN            NaN            NaN            NaN   4.66958        4.02441                 NaN   7.25344        42.7077       0.292011        41.0528     
  1101.18        500.000                 NaN            NaN            NaN            NaN   3.51493        5.18268                 NaN   7.25373        42.7020       0.291667        41.0549     
  1099.67        500.000                 NaN            NaN  0.632751                 NaN   7.59364                 NaN            NaN   7.12761        42.9883       0.339399        41.3183     
  1098.16        500.000                 NaN            NaN  0.796355                 NaN   7.31734                 NaN            NaN   7.09866        43.0486       0.349660        41.3894     
  1096.65        500.000                 NaN            NaN  0.893619                 NaN   7.14891       0.681921E-004            NaN   7.07948        43.0897       0.356839        41.4314     
  1095.14        500.000                 NaN            NaN            NaN            NaN   1.61358        7.09500                 NaN   7.26749        42.6752       0.288169        41.0605     
  1093.63        500.000                 NaN            NaN            NaN            NaN   1.28322        7.42923                 NaN   7.27112        42.6672       0.287108        41.0621     
  1092.12        500.000                 NaN            NaN            NaN            NaN  0.923360        7.79347                 NaN   7.27510        42.6584       0.285910        41.0638     
  1090.61        500.000                 NaN            NaN   1.13763                 NaN   6.73517       0.348842E-004            NaN   7.03773        43.1762       0.372664        41.5405     
  1089.10        500.000                 NaN            NaN  0.987618                 NaN   7.00535                 NaN            NaN   7.07474        43.0931       0.359168        41.4800     
  1087.59        500.000                 NaN            NaN   1.07256                 NaN   6.85715                 NaN            NaN   7.05710        43.1306       0.365762        41.5168     
  1086.08        500.000                 NaN            NaN   1.11574                 NaN   6.78380                 NaN            NaN   7.04916        43.1461       0.368743        41.5364     
  1084.57        500.000                 NaN            NaN   1.27088                 NaN   6.50617                 NaN            NaN   7.01333        43.2256       0.382147        41.6019     
  1083.06        500.000                 NaN            NaN   1.21854                 NaN   6.60445                 NaN            NaN   7.02833        43.1900       0.376707        41.5820     
  1081.55        500.000                 NaN            NaN   1.25822                 NaN   6.53554                 NaN            NaN   7.02059        43.2060       0.379692        41.6000     
  1080.04        500.000                 NaN            NaN   1.29313                 NaN   6.47492                 NaN            NaN   7.01362        43.2201       0.382328        41.6159     
  1078.53        500.000                 NaN            NaN   1.31688                 NaN   6.43399                 NaN            NaN   7.00955        43.2284       0.383988        41.6272     
  1077.02        500.000                 NaN            NaN   1.35034                 NaN   6.37615                 NaN            NaN   7.00311        43.2413       0.386508        41.6426     
  1075.51        500.000                 NaN            NaN   1.42842                 NaN   6.23674                 NaN            NaN   6.98256        43.2824       0.393665        41.6763     
  1074.00        500.000                 NaN            NaN   1.42988                 NaN   6.23627                 NaN            NaN   6.98535        43.2772       0.392882        41.6784     
  1072.49        500.000                 NaN            NaN   1.61439                 NaN   5.87827                 NaN            NaN   6.93156        43.4106       0.413713        41.7515     
  1070.98        500.000                 NaN            NaN   1.44114                 NaN   6.22034                 NaN            NaN   6.98702        43.2724       0.392921        41.6861     
  1069.47        500.000                 NaN            NaN   1.46137                 NaN   6.18570                 NaN            NaN   6.98348        43.2791       0.394335        41.6960     
  1067.96        500.000                 NaN            NaN   1.50163                 NaN   6.11408                 NaN            NaN   6.97453        43.2982       0.397719        41.7139     
  1066.45        500.000                 NaN            NaN   1.51880                 NaN   6.08452                 NaN            NaN   6.97158        43.3037       0.398941        41.7225     
  1064.94        500.000                 NaN            NaN   1.53479                 NaN   6.05746                 NaN            NaN   6.96906        43.3081       0.399998        41.7306     
  1063.43        500.000                 NaN            NaN   1.54977                 NaN   6.03211                 NaN            NaN   6.96674        43.3121       0.400979        41.7383     
  1061.92        500.000                 NaN            NaN   1.56446                 NaN   6.00729                 NaN            NaN   6.96448        43.3160       0.401939        41.7458     
  1060.41        500.000                 NaN            NaN   1.57870                 NaN   5.98327                 NaN            NaN   6.96234        43.3196       0.402855        41.7532     
  1058.90        500.000                 NaN            NaN   1.59241                 NaN   5.96024                 NaN            NaN   6.96033        43.3229       0.403728        41.7604     
  1057.39        500.000                 NaN            NaN   1.60576                 NaN   5.93778                 NaN            NaN   6.95834        43.3261       0.404578        41.7674     
  1055.88        500.000                 NaN            NaN   1.61873                 NaN   5.91600                 NaN            NaN   6.95644        43.3292       0.405399        41.7742     
  1054.37        500.000                 NaN            NaN   1.63134                 NaN   5.89484                 NaN            NaN   6.95461        43.3320       0.406193        41.7810     
  1052.86        500.000                 NaN            NaN   1.64555                 NaN   5.87092                 NaN            NaN   6.95245        43.3355       0.407149        41.7884     
  1051.35        500.000                 NaN            NaN   1.65640                 NaN   5.85307                 NaN            NaN   6.95109        43.3372       0.407750        41.7944     
  1049.84        500.000                 NaN            NaN   1.71815                 NaN   5.69257                 NaN            NaN   6.91008        43.4457       0.421939        41.8116     
  1048.33        500.000                 NaN            NaN   1.67896                 NaN   5.81476                 NaN            NaN   6.94779        43.3427       0.409188        41.8066     
  1046.82        500.000                 NaN            NaN   1.68215                 NaN   5.81025                 NaN            NaN   6.94718        43.3419       0.409260        41.8092     
  1045.31        500.000                 NaN            NaN   1.70070                 NaN   5.77871                 NaN            NaN   6.94491        43.3466       0.410492        41.8186     
  1043.80        500.000                 NaN            NaN   1.73415                 NaN   5.66329                 NaN            NaN   6.90668        43.4500       0.423247        41.8226     
  1042.28        500.000                 NaN            NaN   1.73764                 NaN   5.65685                 NaN            NaN   6.90592        43.4509       0.423536        41.8251     
  1040.77        500.000                 NaN            NaN   1.74094                 NaN   5.65073                 NaN            NaN   6.90519        43.4517       0.423812        41.8276     
  1039.26        500.000                 NaN            NaN   1.74405                 NaN   5.64499                 NaN            NaN   6.90454        43.4524       0.424062        41.8300     
  1037.75        500.000                 NaN            NaN   1.75149                 NaN   5.69497                 NaN            NaN   6.93871        43.3542       0.413444        41.8472     
  1036.24        500.000                 NaN            NaN   1.76183                 NaN   5.67768                 NaN            NaN   6.93715        43.3562       0.414122        41.8530     
  1034.73        500.000                 NaN            NaN   1.77002                 NaN   5.66385                 NaN            NaN   6.93617        43.3576       0.414592        41.8577     
  1033.22        500.000                 NaN            NaN   1.77942                 NaN   5.64839                 NaN            NaN   6.93507        43.3589       0.415110        41.8631     
  1031.71        500.000                 NaN            NaN   1.78833                 NaN   5.63326                 NaN            NaN   6.93375        43.3606       0.415715        41.8683     
  1030.20        500.000                 NaN            NaN   1.79697                 NaN   5.61955                 NaN            NaN   6.93285        43.3611       0.416156        41.8734     
  1028.69        500.000                 NaN            NaN   1.80455                 NaN   5.60726                 NaN            NaN   6.93225        43.3613       0.416518        41.8781     
  1027.18        500.000                 NaN            NaN   1.94888                 NaN   5.34407                 NaN            NaN   6.90211        43.4349       0.429553        41.9405     
  1025.67        500.000                 NaN            NaN   1.82073                 NaN   5.58239                 NaN            NaN   6.93144        43.3602       0.417108        41.8882     
  1024.16        500.000                 NaN            NaN   1.82575                 NaN   5.57405                 NaN            NaN   6.93108        43.3602       0.417334        41.8916     
  1022.65        500.000                 NaN            NaN   1.83244                 NaN   5.56347                 NaN            NaN   6.93034        43.3602       0.417717        41.8958     
  1021.14        500.000                 NaN            NaN   1.83908                 NaN   5.55320                 NaN            NaN   6.92999        43.3596       0.417972        41.9001     
  1019.63        500.000                 NaN            NaN   1.84572                 NaN   5.54289                 NaN            NaN   6.92962        43.3591       0.418242        41.9044     
  1018.12        500.000                 NaN            NaN   1.85260                 NaN   5.53217                 NaN            NaN   6.92918        43.3586       0.418622        41.9088     
  1016.61        500.000                 NaN            NaN   1.85709                 NaN   5.52500                 NaN            NaN   6.92977        43.3575       0.418578        41.9121     
  1015.10        500.000                 NaN            NaN   1.86493                 NaN   5.51326                 NaN            NaN   6.92857        43.3572       0.419012        41.9170     
  1013.59        500.000                 NaN            NaN   1.87109                 NaN   5.50393                 NaN            NaN   6.92821        43.3563       0.419272        41.9212     
  1012.08        500.000                 NaN            NaN   1.87799                 NaN   5.49281                 NaN            NaN   6.92738        43.3565       0.419695        41.9256     
  1010.57        500.000                 NaN            NaN   1.88209                 NaN   5.48667                 NaN            NaN   6.92821        43.3550       0.419491        41.9285     
  1009.06        500.000                 NaN            NaN   1.88831                 NaN   5.47695                 NaN            NaN   6.92739        43.3548       0.419878        41.9327     
  1007.55        500.000                 NaN            NaN   1.89245                 NaN   5.47231                 NaN            NaN   6.92769        43.3515       0.419805        41.9362     
  1006.04        500.000                 NaN            NaN   1.90202                 NaN   5.45596                 NaN            NaN   6.92665        43.3531       0.420510        41.9418     
  1004.53        500.000                 NaN            NaN   1.90788                 NaN   5.44667                 NaN            NaN   6.92652        43.3525       0.420742        41.9457     
  1003.02        500.000                 NaN            NaN   1.91365                 NaN   5.43832                 NaN            NaN   6.92625        43.3512       0.420902        41.9497     
  1001.51        500.000                 NaN            NaN   1.91936                 NaN   5.42960                 NaN            NaN   6.92605        43.3503       0.421107        41.9536     
  1000.00        500.000                 NaN            NaN   1.92506                 NaN   5.42096                 NaN            NaN   6.92586        43.3493       0.421311        41.9575     
