|6.6.6
Archiving\03_Data\eqLP/QFM_m3.75/ALH/ALH_3.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       mang           O(HP)          Sp(TH)         pxmn           Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  2000.00        500.000        99.7280       0.272033                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        500.000        99.7279       0.272055                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        500.000        99.7279       0.272077                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        500.000        99.7279       0.272100                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        500.000        99.7279       0.272122                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        500.000        99.7279       0.272144                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        500.000        99.7278       0.272166                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        500.000        99.7278       0.272189                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        500.000        99.7278       0.272211                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        500.000        99.7278       0.272234                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        500.000        99.7277       0.272256                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        500.000        99.7277       0.272279                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        500.000        99.7277       0.272301                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        500.000        99.7277       0.272324                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        500.000        99.7277       0.272346                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        500.000        99.7276       0.272369                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
